,id,label
0,1373277246954278922,0
1,1374707650529726465,1
2,1371931050230870016,0
3,1369385357532397571,1
4,1372411448853467137,1
5,1372411448853467137,1
6,1372411448853467137,1
7,1369987107196960774,0
8,1375163927307317253,1
9,1371896288103428099,0
10,1371574056806313985,1
11,1371769093125144579,1
12,1371049725034651650,1
13,1371049726288748544,1
14,1372778501388967942,1
15,1372778501388967942,1
16,1372778501388967942,1
17,1372778501388967942,0
18,1372778501388967942,0
19,1372778501388967942,1
20,1372557166427705352,0
21,1371465164982214657,0
22,1370851414201798663,1
23,1370383583785930757,0
24,1370479237052866560,0
25,1374030777445457925,1
26,1373954349144096774,1
27,1370405922372263944,0
28,1374029167784644609,1
29,1375129519330369539,0
30,1369133346211643393,0
31,1372208605341097986,1
32,1375736361228062723,1
33,1373019620165222409,1
34,1375736361228062723,1
35,1369299089180000257,1
36,1369371125466152964,1
37,1370457909952405511,1
38,1370457092973338625,1
39,1369717596392742912,1
40,1370457909952405511,1
41,1370457909952405511,1
42,1372947725726187524,1
43,1370336306883072001,0
44,1376258073950556162,0
45,1376493342264033290,0
46,1371930780100857856,0
47,1371930780100857856,1
48,1371930780100857856,1
49,1371930780100857856,0
50,1375198380272521218,0
51,1371052863489724417,1
52,1371052863489724417,1
53,1371052863489724417,1
54,1371052863489724417,1
55,1371052863489724417,1
56,1371052863489724417,1
57,1371052863489724417,1
58,1371052863489724417,1
59,1371052863489724417,1
60,1371052863489724417,1
61,1371052863489724417,1
62,1371052863489724417,1
63,1376168479137660931,0
64,1371447652160782339,1
65,1369760084654493700,1
66,1369760084654493700,0
67,1371650916676419585,1
68,1371650916676419585,1
69,1370432883274481668,0
70,1369692798044282886,0
71,1369350743468171272,1
72,1369350743468171272,0
73,1374194463560634375,1
74,1374194463560634375,1
75,1369992768874029058,0
76,1374606553202847748,0
77,1371827174253158408,1
78,1369342973196992512,0
79,1369342973196992512,0
80,1376416180915695621,0
81,1373982827260358658,0
82,1373982827260358658,0
83,1370615878111363074,1
84,1374002910691000325,1
85,1373636416614199301,1
86,1373636416614199301,1
87,1373636416614199301,1
88,1373636416614199301,1
89,1373636416614199301,1
90,1373636416614199301,1
91,1373636416614199301,1
92,1373636416614199301,1
93,1373636416614199301,1
94,1373636416614199301,1
95,1373636416614199301,1
96,1373636416614199301,1
97,1373636416614199301,1
98,1373636416614199301,1
99,1373636416614199301,1
100,1373636416614199301,1
101,1373636416614199301,1
102,1373636416614199301,1
103,1373636416614199301,1
104,1373636416614199301,1
105,1373636416614199301,1
106,1373636416614199301,1
107,1373636416614199301,1
108,1373636416614199301,1
109,1373636416614199301,1
110,1373636416614199301,1
111,1373636416614199301,1
112,1373636416614199301,1
113,1373636416614199301,1
114,1373636416614199301,1
115,1373636416614199301,1
116,1373636416614199301,1
117,1373636416614199301,1
118,1373636416614199301,1
119,1373636416614199301,1
120,1373636416614199301,1
121,1373636416614199301,1
122,1373636416614199301,1
123,1373636416614199301,1
124,1373636416614199301,1
125,1373636416614199301,1
126,1373636416614199301,1
127,1373636416614199301,1
128,1373636416614199301,1
129,1373636416614199301,1
130,1373636416614199301,1
131,1373636416614199301,1
132,1373636416614199301,1
133,1373636416614199301,1
134,1373636416614199301,1
135,1373636416614199301,1
136,1373636416614199301,1
137,1373636416614199301,1
138,1373636416614199301,0
139,1373636416614199301,1
140,1373636416614199301,1
141,1373636416614199301,1
142,1373636416614199301,1
143,1373636416614199301,1
144,1373636416614199301,1
145,1373636416614199301,1
146,1373636416614199301,1
147,1373636416614199301,1
148,1373636416614199301,1
149,1373636416614199301,1
150,1373636416614199301,0
151,1373636416614199301,1
152,1373636416614199301,1
153,1373636416614199301,1
154,1373636416614199301,1
155,1373636416614199301,1
156,1373636416614199301,1
157,1373636416614199301,1
158,1373636416614199301,1
159,1373636416614199301,1
160,1373636416614199301,1
161,1373636416614199301,1
162,1373636416614199301,1
163,1373636416614199301,1
164,1373636416614199301,1
165,1373636416614199301,1
166,1373636416614199301,1
167,1373636416614199301,1
168,1373636416614199301,1
169,1373636416614199301,1
170,1373636416614199301,1
171,1369372961090715648,1
172,1370397978503036931,1
173,1370397978503036931,1
174,1370397978503036931,1
175,1370397978503036931,1
176,1370397978503036931,1
177,1370397978503036931,1
178,1370397978503036931,1
179,1370397978503036931,1
180,1370397978503036931,1
181,1370397978503036931,1
182,1370397978503036931,1
183,1370397978503036931,1
184,1370397978503036931,1
185,1370397978503036931,1
186,1370397978503036931,1
187,1370397978503036931,1
188,1370397978503036931,1
189,1374384903479980032,0
190,1371774181654806530,0
191,1370383213252603907,1
192,1370428839499866114,0
193,1376603325953548299,0
194,1375799524103483393,1
195,1375806463482990599,1
196,1370282303344181254,0
197,1374820174927388676,0
198,1374390610463842312,0
199,1374122747668881417,0
200,1369667754794643458,0
201,1370878224989745155,1
202,1369930798359601156,1
203,1369929561824169986,1
204,1374488636318642178,1
205,1370079688169766921,1
206,1372002213250408450,0
207,1373091544186691594,0
208,1371792583459024897,1
209,1369917316956311552,1
210,1369697389980844039,0
211,1371974524338540549,1
212,1371942579256881158,1
213,1370071538888667141,0
214,1372603224994283522,0
215,1372603224994283522,0
216,1372603224994283522,1
217,1372603224994283522,0
218,1372603224994283522,0
219,1372603224994283522,0
220,1376866217395433475,1
221,1376866217395433475,1
222,1376866217395433475,1
223,1376866217395433475,1
224,1376866217395433475,0
225,1376866217395433475,0
226,1376866217395433475,0
227,1376866217395433475,0
228,1372145473226743812,0
229,1370749825872928773,1
230,1371847760153034773,0
231,1371763245619556352,1
232,1369705061803294721,0
233,1370043664991412226,0
234,1373941632660336640,0
235,1373942763864031233,0
236,1376398150269771777,0
237,1376383149156884483,0
238,1371545911193710593,0
239,1374407858159161353,0
240,1370414721464164352,0
241,1371436692515749890,0
242,1369658813268160514,0
243,1377063259149373442,0
244,1372957302823653377,0
245,1370076077649891329,1
246,1370076077649891329,1
247,1370076077649891329,1
248,1370076077649891329,1
249,1370076077649891329,1
250,1370076077649891329,1
251,1370076077649891329,1
252,1370076077649891329,1
253,1370076077649891329,1
254,1370076077649891329,1
255,1370076077649891329,1
256,1370076077649891329,1
257,1370076077649891329,1
258,1370076077649891329,1
259,1370076077649891329,1
260,1370076077649891329,1
261,1370076077649891329,1
262,1370076077649891329,1
263,1370076077649891329,1
264,1370076077649891329,1
265,1370076077649891329,1
266,1370076077649891329,1
267,1370076077649891329,1
268,1370076077649891329,1
269,1370076077649891329,1
270,1370076077649891329,1
271,1370076077649891329,1
272,1370076077649891329,1
273,1370076077649891329,1
274,1370076077649891329,1
275,1370076077649891329,1
276,1370076077649891329,1
277,1370076077649891329,1
278,1370076077649891329,1
279,1370076077649891329,1
280,1370076077649891329,1
281,1370076077649891329,1
282,1370076077649891329,1
283,1370076077649891329,1
284,1370076077649891329,1
285,1370076077649891329,1
286,1370076077649891329,1
287,1370076077649891329,1
288,1370076077649891329,1
289,1370076077649891329,1
290,1370076077649891329,1
291,1370076077649891329,1
292,1370076077649891329,1
293,1370076077649891329,1
294,1370076077649891329,1
295,1370076077649891329,1
296,1370076077649891329,1
297,1370076077649891329,1
298,1370076077649891329,1
299,1370076077649891329,1
300,1369722511953301506,0
301,1370794060278022145,0
302,1370434233160904706,0
303,1370270829506822145,1
304,1371030707510898689,0
305,1369241565303037961,0
306,1369217655979315200,0
307,1369241565303037961,0
308,1371727354804977667,0
309,1372009883420266497,1
310,1374901469116252163,1
311,1369226671467986945,0
312,1369151591765442560,0
313,1371643145503404032,0
314,1374987177109692417,1
315,1370934161901555713,0
316,1376240177773912066,0
317,1370082108861988865,0
318,1370235691729358848,0
319,1370374032302993409,0
320,1374120945418395648,1
321,1369764447158419459,0
322,1369764447158419459,0
323,1369764447158419459,0
324,1369465288064966664,0
325,1370196613235314691,0
326,1369780105657081859,0
327,1369862030820323330,0
328,1369862030820323330,1
329,1369476758429265923,1
330,1372546682483847168,0
331,1371365024430702592,1
332,1376986081124610048,0
333,1373391234908123136,0
334,1369298265422897161,0
335,1372524402051538950,0
336,1372524402051538950,0
337,1369202347373649920,0
338,1370772329178017793,0
339,1376534053168549888,0
340,1370772329178017793,0
341,1376523025273737216,0
342,1372640510704238593,1
343,1372172292223012870,0
344,1369046878759706624,0
345,1375740719860756488,1
346,1370073595385413632,0
347,1369332632744562692,0
348,1371794990293159943,1
349,1369544130771181568,0
350,1370428445277192196,0
351,1371283936144396289,0
352,1370696435910504451,0
353,1374308611342630913,1
354,1373714778498142217,0
355,1374126769255587840,1
356,1371832636528857097,1
357,1369501047618682882,1
358,1377259767111024646,1
359,1370063240579940357,1
360,1372964195969376257,1
361,1372964195969376257,1
362,1372964195969376257,1
363,1372964195969376257,1
364,1372964195969376257,1
365,1369043992256602116,1
366,1370279103862046722,1
367,1371757569233059840,0
368,1372238931350204418,0
369,1372213875467239429,0
370,1373526653197033473,1
371,1372670051371737093,1
372,1370406890186899462,0
373,1369392831454982149,1
374,1369085876257570817,0
375,1370102623555190784,0
376,1371611162484342784,1
377,1371611162484342784,1
378,1371611162484342784,1
379,1371611162484342784,1
380,1371611162484342784,1
381,1371611162484342784,1
382,1371611162484342784,1
383,1371611162484342784,1
384,1371611162484342784,1
385,1371611162484342784,1
386,1371611162484342784,1
387,1371611162484342784,1
388,1371611162484342784,1
389,1371611162484342784,1
390,1371611162484342784,1
391,1371611162484342784,1
392,1371611162484342784,1
393,1371611162484342784,1
394,1371611162484342784,1
395,1371611162484342784,1
396,1371611162484342784,1
397,1371611162484342784,1
398,1371611162484342784,1
399,1371611162484342784,1
400,1371611162484342784,1
401,1371611162484342784,1
402,1371611162484342784,1
403,1371611162484342784,1
404,1371611162484342784,1
405,1371611162484342784,1
406,1371611162484342784,1
407,1371611162484342784,1
408,1371611162484342784,1
409,1371611162484342784,1
410,1371611162484342784,1
411,1371611162484342784,1
412,1371611162484342784,1
413,1371611162484342784,1
414,1371611162484342784,1
415,1371420722699116548,1
416,1369335462423195648,0
417,1370238181820534791,0
418,1370238319846518785,0
419,1370238319846518785,0
420,1369349150437965824,0
421,1373854780301451267,1
422,1374803260721278982,0
423,1374797554647400449,1
424,1371115229686419458,1
425,1370423670812901384,1
426,1370423670812901384,1
427,1371456284533219332,0
428,1374037477850116100,1
429,1374037477850116100,1
430,1371770232369336323,0
431,1375458528673021958,0
432,1371242614784151553,1
433,1371242614784151553,1
434,1371242614784151553,1
435,1371242614784151553,1
436,1374127766065405952,0
437,1371253062237569024,0
438,1369699630313861124,0
439,1372492644467769345,0
440,1374036920708296705,0
